player_id,player_name,team,pass_attempts,completions,passing_yards,passing_tds,interceptions,rushing_attempts,rushing_yards,rushing_tds,fantasy_points_half_ppr,sacks,games_played,pass_attempts_per_game,passing_yards_per_game,rushing_attempts_per_game,rushing_yards_per_game,fantasy_points_half_ppr_per_game,ypa,completion_pct,td_pct,int_pct,dropbacks,fantasy_pts_per_dropback,rush_fantasy_contribution,position,signal_score,signal_rank,vegas_multiplier,signal_score_pre_vegas,positional_rank,replacement_signal,vbd_raw,vbd,carries,targets,receptions,receiving_yards,receiving_tds,carries_per_game,targets_per_game,receptions_per_game,receiving_yards_per_game,ypc,yards_per_reception,catch_rate,carry_share,target_share_backfield,opportunity_share,goal_line_carries,air_yards,yards_after_catch,wopr,yac_per_reception,target_share,adot,total_air_yards,racr,ngs_separation,redzone_targets,endzone_targets,yprr_proxy,yprr_note,fg_attempts,fg_makes,fg_att_40_49,fg_made_40_49,fg_att_50p,fg_made_50p,fg_pct,fg_pct_40_49,fg_pct_50p,fg_attempts_per_game,xp_attempts,fumbles_recovered,safeties,turnovers,sacks_per_game,turnovers_per_game,sack_rate,turnover_rate,points_allowed_per_game,opp_epa_per_dropback_allowed,opponent_dvoa,overall_rank,tier
00-0038597,Chase Brown,CIN,,,,,,,707.0,4.0,183.7,,10,,,,70.7,,,,,,,,,RB,90.93,1,1.0,90.93,1,67.42,23.510000000000005,25.86,178.0,50.0,42.0,310.0,3.0,17.8,5.0,4.2,31.0,3.9719101123595504,7.380952380952381,0.84,0.9013116785175608,0.8788888888888888,0.8934006252368322,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
00-0038542,Bijan Robinson,ATL,,,,,,,906.0,9.0,217.3,,10,,,,90.6,,,,,,,,,RB,89.39,2,1.0,89.39,2,67.42,21.97,24.17,194.0,44.0,38.0,267.0,1.0,19.4,4.4,3.8,26.7,4.670103092783505,7.026315789473684,0.8636363636363636,0.6840689437065148,0.9157142857142857,0.7187010853901098,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1
PHI,PHI DST,PHI,,,,,10.0,,,,,30.0,11,,,,,,,,,,,,,DST,91.94,1,1.0,91.94,1,60.84,31.099999999999994,23.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.0,,23.0,2.727272727272727,2.090909090909091,0.07731958762886598,0.027218934911242602,16.181818,-0.17597945695070877,,3,1
00-0034844,Saquon Barkley,PHI,,,,,,,1523.0,9.0,249.90001,,11,,,,138.45454545454547,,,,,,,,,RB,87.66,3,1.0,87.66,3,67.42,20.239999999999995,22.26,254.0,26.0,19.0,186.0,1.0,23.09090909090909,2.3636363636363638,1.7272727272727273,16.90909090909091,5.996062992125984,9.789473684210526,0.7307692307692307,0.7724614199618252,0.6545454545454545,0.7605761877702105,13.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,1
00-0037744,Trey McBride,ARI,,,,,,,,,169.2,,10,,,,,,,,,,,,,TE,96.6,1,1.0,96.6,1,76.09,20.50999999999999,21.54,,98.0,76.0,810.0,1.0,,9.8,,81.0,,,0.7755102040816326,,,,,,380.0,0.6189289,,0.29369275083174196,,,,,18.0,11.0,8.26530612244898,proxy via targets; true YPRR requires PFF route data,,,,,,,,,,,,,,,,,,,,,,5,1
00-0037840,Kyren Williams,LA,,,,,,,939.0,8.0,175.0,,11,,,,85.36363636363636,,,,,,,,,RB,86.44,4,1.0,86.44,4,67.42,19.019999999999996,20.92,221.0,25.0,20.0,111.0,1.0,20.09090909090909,2.272727272727273,1.8181818181818181,10.090909090909092,4.248868778280543,5.55,0.8,0.8393672064548023,0.7924603174603174,0.8357464793623649,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,1
00-0036223,Jonathan Taylor,IND,,,,,,,905.0,6.0,149.1,,9,,,,100.55555555555556,,,,,,,,,RB,85.78,5,1.0,85.78,5,67.42,18.36,20.2,197.0,19.0,11.0,56.0,1.0,21.88888888888889,2.111111111111111,1.2222222222222223,6.222222222222222,4.593908629441624,5.090909090909091,0.5789473684210527,0.9434056007226739,0.6448979591836734,0.8992989031343838,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,1
00-0033897,Joe Mixon,HOU,,,,,,,707.0,9.0,174.7,,10,,,,70.7,,,,,,,,,RB,85.64,6,1.0,85.64,6,67.42,18.22,20.04,188.0,40.0,27.0,230.0,0.0,18.8,4.0,2.7,23.0,3.7606382978723403,8.518518518518519,0.675,0.9008755596255597,0.7514285714285714,0.8803138491186528,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,1
00-0034857,Josh Allen,BUF,327.0,209.0,2571.0,18.0,6.0,67.0,353.0,9.0,254.14,6.0,10,32.7,257.1,6.7,35.3,25.413999938964842,7.862385321100917,0.6391437308868502,0.05504587155963303,0.01834862385321101,333.0,0.7631831813502956,8.929999923706054,QB,84.7,1,1.0,84.7,1,62.7,22.0,19.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,1
00-0036555,Chuba Hubbard,CAR,,,,,,,710.0,8.0,145.8,,9,,,,78.88888888888889,,,,,,,,,RB,85.31,7,1.0,85.31,7,67.42,17.89,19.68,164.0,30.0,21.0,78.0,0.0,18.22222222222222,3.3333333333333335,2.3333333333333335,8.666666666666666,4.329268292682927,3.7142857142857144,0.7,0.8685674546532108,0.6469135802469136,0.8251031695799385,17.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,1
00-0036139,Rico Dowdle,DAL,,,,,,,761.0,1.0,115.700005,,9,,,,84.55555555555556,,,,,,,,,RB,84.96,8,1.0,84.96,8,67.42,17.539999999999992,19.29,154.0,26.0,21.0,106.0,1.0,17.11111111111111,2.888888888888889,2.3333333333333335,11.777777777777779,4.941558441558442,5.0476190476190474,0.8076923076923077,0.8287905804529845,0.7962962962962963,0.829971162997591,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,1
00-0033293,Aaron Jones,MIN,,,,,,,743.0,4.0,150.4,,11,,,,67.54545454545455,,,,,,,,,RB,84.89,9,1.0,84.89,9,67.42,17.47,19.22,174.0,36.0,29.0,211.0,1.0,15.818181818181818,3.272727272727273,2.6363636363636362,19.181818181818183,4.2701149425287355,7.275862068965517,0.8055555555555556,0.7181220601095711,0.8340909090909091,0.7390630961234064,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,1
DEN,DEN DST,DEN,,,,,10.0,,,,,36.0,10,,,,,,,,,,,,,DST,86.35,2,1.0,86.35,2,60.84,25.50999999999999,19.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,,17.0,3.6,1.7,0.08256880733944955,0.019230769230769232,21.5,-0.051455314006280464,,13,1
00-0034796,Lamar Jackson,BAL,266.0,182.0,2426.0,29.0,2.0,66.0,449.0,2.0,263.94,16.0,10,26.6,242.6,6.6,44.9,26.394000244140624,9.1203007518797,0.6842105263157895,0.10902255639097744,0.007518796992481203,282.0,0.9359574554659796,5.69000015258789,QB,83.0,2,1.0,83.0,2,62.7,20.299999999999997,18.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,1
00-0033858,Jonnu Smith,MIA,,,,,,,,,175.8,,11,,,,,,,,,,,,,TE,93.3,2,1.0,93.3,2,76.09,17.209999999999994,18.07,,78.0,65.0,688.0,7.0,,7.090909090909091,,62.54545454545455,,,0.8333333333333334,,,,,,412.0,0.4343046,,0.21405162937421005,,,,,13.0,10.0,8.820512820512821,proxy via targets; true YPRR requires PFF route data,,,,,,,,,,,,,,,,,,,,,,15,1
00-0033553,James Conner,ARI,,,,,,,691.0,5.0,172.7,,10,,,,69.1,,,,,,,,,RB,83.38,10,1.0,83.38,10,67.42,15.959999999999994,17.56,146.0,40.0,35.0,326.0,1.0,14.6,4.0,3.5,32.6,4.732876712328767,9.314285714285715,0.875,0.6759355428005704,0.6975396825396826,0.6757937319666307,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,1
00-0033906,Alvin Kamara,NO,,,,,,,522.0,0.0,128.7,,8,,,,65.25,,,,,,,,,RB,83.3,11,1.0,83.3,11,67.42,15.879999999999995,17.47,124.0,53.0,40.0,305.0,1.0,15.5,6.625,5.0,38.125,4.209677419354839,7.625,0.7547169811320755,0.7080678872426164,0.8331845238095238,0.7520433757275863,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,1
00-0036389,Jalen Hurts,PHI,204.0,142.0,1709.0,12.0,1.0,94.0,434.0,12.0,225.76,24.0,10,20.4,170.9,9.4,43.4,22.575999450683593,8.377450980392156,0.696078431372549,0.058823529411764705,0.004901960784313725,228.0,0.9901754145036664,11.54000015258789,QB,82.07,3,1.0,82.07,3,62.7,19.36999999999999,17.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,2
00-0033288,George Kittle,SF,,,,,,,,,145.6,,9,,,,,,,,,,,,,TE,92.19,3,1.0,92.19,3,76.09,16.099999999999994,16.9,,56.0,48.0,796.0,3.0,,6.222222222222222,,88.44444444444444,,,0.8571428571428571,,,,,,413.0,0.4740852,,0.2214185817696254,,,,,10.0,4.0,14.214285714285714,proxy via targets; true YPRR requires PFF route data,,,,,,,,,,,,,,,,,,,,,,19,2
00-0035700,Josh Jacobs,GB,,,,,,,821.0,13.0,210.0,,10,,,,82.1,,,,,,,,,RB,82.37,12,1.0,82.37,12,67.42,14.950000000000003,16.45,187.0,28.0,24.0,239.0,1.0,18.7,2.8,2.4,23.9,4.390374331550802,9.958333333333334,0.8571428571428571,0.7445132404948666,0.640327380952381,0.73213967991414,17.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,2
00-0034794,J.Sanders,MIA,,,,,,,,,,,11,,,,,,,,,,,,,K,81.44,1,1.0,81.44,1,58.17,23.269999999999996,16.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.0,26.0,3.0,3.0,10.0,9.0,0.9629629629629629,1.0,0.9,2.4545454545454546,23.0,,,,,,,,,,,21,2
00-0039338,Brock Bowers,LV,,,,,,,,,165.09999,,10,,,,,,,,,,,,,TE,90.55,4,1.0,90.55,4,76.09,14.459999999999994,15.18,,98.0,71.0,760.0,3.0,,9.8,,76.0,,,0.7244897959183674,,,,,,371.0,0.57724583,,0.2750107605989959,,,,,9.0,7.0,7.755102040816326,proxy via targets; true YPRR requires PFF route data,,,,,,,,,,,,,,,,,,,,,,22,2
00-0036275,D'Andre Swift,CHI,,,,,,,569.0,2.0,111.2,,10,,,,56.9,,,,,,,,,RB,81.04,13,1.0,81.04,13,67.42,13.620000000000005,14.98,142.0,27.0,23.0,193.0,0.0,14.2,2.7,2.3,19.3,4.007042253521127,8.391304347826088,0.8518518518518519,0.8470447509147199,0.7629629629629631,0.8307745555571643,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23,2
00-0039910,Jayden Daniels,WAS,302.0,200.0,2126.0,19.0,7.0,81.0,542.0,2.0,217.23999,28.0,10,30.2,212.6,8.1,54.2,21.7239990234375,7.039735099337748,0.6622516556291391,0.06291390728476821,0.023178807947019868,330.0,0.6583030007102273,6.6200000762939455,QB,79.03,4,1.0,79.03,4,62.7,16.33,14.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24,2
00-0035676,A.J. Brown,PHI,,,,,,,,,170.4,,11,,,,,,,,,,,,,WR,86.76,1,1.0,86.76,1,72.51,14.25,14.25,,78.0,56.0,844.0,5.0,,7.090909090909091,,76.72727272727273,,,0.717948717948718,,,,,0.4987457,265.0,0.85112435,4.732142857142857,0.510127698388568,11.692307,912.0,0.9254386,,,,,,,,,,,,,,,,,,,,,,,,,,,25,2
00-0039040,Devon Achane,MIA,,,,,,,603.0,4.0,211.9,,11,,,,54.81818181818182,,,,,,,,,RB,79.68,14,1.0,79.68,14,67.42,12.260000000000005,13.49,136.0,64.0,57.0,406.0,5.0,12.363636363636363,5.818181818181818,5.181818181818182,36.90909090909091,4.4338235294117645,7.12280701754386,0.890625,0.590474375135316,0.732346189164371,0.6215106902755553,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26,2
00-0033280,Christian McCaffrey,SF,,,,,,,202.0,0.0,47.800003,,4,,,,50.5,,,,,,,,,RB,79.28,15,1.0,79.28,15,67.42,11.86,13.05,50.0,19.0,15.0,146.0,0.0,12.5,4.75,3.75,36.5,4.04,9.733333333333333,0.7894736842105263,0.712202380952381,0.8541666666666666,0.7348276723276723,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27,2
00-0035261,Tony Pollard,TEN,,,,,,,678.0,2.0,118.4,,10,,,,67.8,,,,,,,,,RB,79.18,16,1.0,79.18,16,67.42,11.760000000000005,12.94,160.0,38.0,25.0,156.0,0.0,16.0,3.8,2.5,15.6,4.2375,6.24,0.6578947368421053,0.7624465773018405,0.6833333333333333,0.7410320430125553,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28,2
00-0037247,George Pickens,PIT,,,,,,,,,104.1,,7,,,,,,,,,,,,,WR,85.15,2,1.0,85.15,2,72.51,12.64,12.64,,53.0,32.0,537.0,3.0,,7.571428571428571,,76.71428571428571,,,0.6037735849056604,,,,,0.4719395,146.0,0.71808964,4.5625,0.5160714285714285,14.603773,774.0,0.6937984,,,,,,,,,,,,,,,,,,,,,,,,,,,29,2
00-0038120,Breece Hall,NYJ,,,,,,,509.0,3.0,129.3,,9,,,,56.55555555555556,,,,,,,,,RB,78.8,17,1.0,78.8,17,67.42,11.379999999999995,12.52,114.0,37.0,28.0,264.0,1.0,12.666666666666666,4.111111111111111,3.111111111111111,29.333333333333332,4.464912280701754,9.428571428571429,0.7567567567567568,0.6811501111165713,0.7285714285714285,0.6874355414194493,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,2
00-0039893,Brian Thomas,JAX,,,,,,,,,180.0,,10,,,,,,,,,,,,,WR,84.92,3,1.0,84.92,3,72.51,12.409999999999997,12.41,,82.0,55.0,755.0,7.0,,8.2,,75.5,,,0.6707317073170732,,,,,0.3922196,370.0,0.6826767,6.7272727272727275,0.48647834518422756,10.695122,877.0,0.8608894,,,,,,,,,,,,,,,,,,,,,,,,,,,31,2
00-0039065,Sam LaPorta,DET,,,,,,,,,122.4,,10,,,,,,,,,,,,,TE,87.59,5,1.0,87.59,5,76.09,11.5,12.08,,61.0,40.0,464.0,6.0,,6.1,,46.4,,,0.6557377049180327,,,,,,190.0,0.46343905,,0.20135533899555505,,,,,17.0,8.0,7.60655737704918,proxy via targets; true YPRR requires PFF route data,,,,,,,,,,,,,,,,,,,,,,32,2
00-0039075,Puka Nacua,LA,,,,,,,,,198.4,,10,,,,,,,,,,,,,WR,84.45,4,1.0,84.45,4,72.51,11.939999999999998,11.94,,102.0,75.0,955.0,3.0,,10.2,,95.5,,,0.7352941176470589,,,,,0.33587953,501.0,0.75856787,6.68,0.4546447913937395,8.04902,821.0,1.1632156,,,,,,,,,,,,,,,,,,,,,,,,,,,33,2
00-0038129,Cade Otton,TB,,,,,,,,,101.700005,,8,,,,,,,,,,,,,TE,87.38,6,1.0,87.38,6,76.09,11.289999999999992,11.85,,56.0,40.0,437.0,3.0,,7.0,,54.625,,,0.7142857142857143,,,,,,220.0,0.43467826,,0.20430480204948995,,,,,10.0,5.0,7.803571428571429,proxy via targets; true YPRR requires PFF route data,,,,,,,,,,,,,,,,,,,,,,34,3
00-0036900,Ja'Marr Chase,CIN,,,,,,,,,256.9,,10,,,,,,,,,,,,,WR,84.14,5,1.0,84.14,5,72.51,11.629999999999995,11.63,,119.0,83.0,1047.0,11.0,,11.9,,104.7,,,0.6974789915966386,,,,,0.34028196,496.0,0.69093436,5.975903614457831,0.5065885174052818,9.02521,1074.0,0.9748603,,,,,,,,,,,,,,,,,,,,,,,,,,,35,3
HOU,HOU DST,HOU,,,,,14.0,,,,,28.0,10,,,,,,,,,,,,,DST,76.13,3,1.0,76.13,3,60.84,15.289999999999992,11.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,1.0,19.0,2.8,1.9,0.07407407407407407,0.022673031026252982,22.3,-0.00452133713575898,,36,3
00-0039384,Tyrone Tracy,NYG,,,,,,,572.0,4.0,126.0,,10,,,,57.2,,,,,,,,,RB,77.8,18,1.0,77.8,18,67.42,10.379999999999995,11.42,131.0,37.0,25.0,178.0,1.0,13.1,3.7,2.5,17.8,4.366412213740458,7.12,0.6756756756756757,0.6990358856119726,0.7066666666666667,0.6939678595576162,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37,3
00-0037224,C.Dicker,LAC,,,,,,,,,,,11,,,,,,,,,,,,,K,74.3,2,1.0,74.3,2,58.17,16.129999999999995,11.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.0,25.0,8.0,7.0,7.0,7.0,0.9615384615384616,0.875,1.0,2.3636363636363638,26.0,,,,,,,,,,,38,3
00-0038543,Jaxon Smith-Njigba,SEA,,,,,,,,,176.7,,10,,,,,,,,,,,,,WR,83.68,6,1.0,83.68,6,72.51,11.170000000000002,11.17,,83.0,62.0,811.0,5.0,,8.3,,81.1,,,0.7469879518072289,,,,,0.39285704,319.0,0.6824929,5.145161290322581,0.479768384854702,9.987952,829.0,0.9782871,,,,,,,,,,,,,,,,,,,,,,,,,,,39,3
00-0036158,J.K. Dobbins,LAC,,,,,,,404.0,6.0,102.5,,7,,,,57.714285714285715,,,,,,,,,RB,77.38,19,1.0,77.38,19,67.42,9.959999999999994,10.96,96.0,22.0,17.0,91.0,0.0,13.714285714285714,3.142857142857143,2.4285714285714284,13.0,4.208333333333333,5.352941176470588,0.7727272727272727,0.6121814954051796,0.8333333333333334,0.6472549000900033,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,3
00-0032726,K.Fairbairn,HOU,,,,,,,,,,,9,,,,,,,,,,,,,K,73.75,3,1.0,73.75,3,58.17,15.579999999999998,10.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.0,22.0,1.0,1.0,7.0,5.0,0.8461538461538461,1.0,0.7142857142857143,2.888888888888889,19.0,,,,,,,,,,,41,3
KC,KC DST,KC,,,,,11.0,,,,,30.0,11,,,,,,,,,,,,,DST,75.26,4,1.0,75.26,4,60.84,14.420000000000002,10.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,15.0,2.727272727272727,1.3636363636363635,0.07444168734491315,0.01722158438576349,18.454546,0.0014583455125983832,,42,3
00-0030506,Travis Kelce,KC,,,,,,,,,148.5,,11,,,,,,,,,,,,,TE,86.36,7,1.0,86.36,7,76.09,10.269999999999996,10.78,,102.0,73.0,595.0,3.0,,9.272727272727273,,54.09090909090909,,,0.7156862745098039,,,,,,250.0,0.5403777,,0.24596839474888255,,,,,22.0,8.0,5.833333333333333,proxy via targets; true YPRR requires PFF route data,,,,,,,,,,,,,,,,,,,,,,43,3
00-0039139,Jahmyr Gibbs,DET,,,,,,,925.0,10.0,233.7,,11,,,,84.0909090909091,,,,,,,,,RB,77.12,20,1.0,77.12,20,67.42,9.700000000000003,10.67,161.0,40.0,33.0,382.0,2.0,14.636363636363637,3.6363636363636362,3.0,34.72727272727273,5.745341614906832,11.575757575757576,0.825,0.5440458523437196,0.5204971795880886,0.539650035351907,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44,3
00-0038134,Kenneth Walker,SEA,,,,,,,339.0,2.0,93.2,,7,,,,48.42857142857143,,,,,,,,,RB,76.66,21,1.0,76.66,21,67.42,9.239999999999995,10.16,102.0,29.0,25.0,163.0,1.0,14.571428571428571,4.142857142857143,3.5714285714285716,23.285714285714285,3.323529411764706,6.52,0.8620689655172413,0.7548581048581049,0.6356421356421357,0.7277942761172574,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45,3
GB,GB DST,GB,,,,,7.0,,,,,28.0,10,,,,,,,,,,,,,DST,74.35,5,1.0,74.35,5,60.84,13.509999999999991,10.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,12.0,2.8,1.2,0.07799442896935933,0.01485148514851485,19.3,-0.04140094661446999,,46,3
00-0031136,C.Boswell,PIT,,,,,,,,,,,9,,,,,,,,,,,,,K,72.58,4,1.0,72.58,4,58.17,14.409999999999997,10.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.0,24.0,4.0,3.0,7.0,6.0,0.9230769230769231,0.75,0.8571428571428571,2.888888888888889,23.0,,,,,,,,,,,47,3
00-0034753,Mark Andrews,BAL,,,,,,,,,135.8,,10,,,,,,,,,,,,,TE,85.69,8,1.0,85.69,8,76.09,9.599999999999994,10.08,,43.0,38.0,433.0,9.0,,4.3,,43.3,,,0.8837209302325582,,,,,,136.0,0.3649016,,0.16800163906142168,,,,,12.0,6.0,10.069767441860465,proxy via targets; true YPRR requires PFF route data,,,,,,,,,,,,,,,,,,,,,,48,3
00-0036322,Justin Jefferson,MIN,,,,,,,,,214.08,,11,,,,,,,,,,,,,WR,82.52,7,1.0,82.52,7,72.51,10.009999999999991,10.01,,102.0,74.0,1029.0,6.0,,9.272727272727273,,93.54545454545455,,,0.7254901960784313,,,,,0.35895276,323.0,0.68844646,4.364864864864865,0.4702131891306074,10.343137,1055.0,0.97535545,,,,,,,,,,,,,,,,,,,,,,,,,,,49,3
00-0033885,David Njoku,CLE,,,,,,,,,129.6,,8,,,,,,,,,,,,,TE,85.53,9,1.0,85.53,9,76.09,9.439999999999998,9.91,,82.0,54.0,416.0,5.0,,10.25,,52.0,,,0.6585365853658537,,,,,,183.0,0.4902381,,0.2464918853450166,,,,,15.0,11.0,5.073170731707317,proxy via targets; true YPRR requires PFF route data,,,,,,,,,,,,,,,,,,,,,,50,3
LAC,LAC DST,LAC,,,,,9.0,,,,,33.0,11,,,,,,,,,,,,,DST,73.19,6,1.0,73.19,6,60.84,12.349999999999994,9.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,12.0,3.0,1.0909090909090908,0.08048780487804878,0.012806830309498399,19.545454,-0.047466375769638434,,51,4
00-0033090,Hunter Henry,NE,,,,,,,,,98.3,,10,,,,,,,,,,,,,TE,84.8,10,1.0,84.8,10,76.09,8.709999999999994,9.15,,67.0,47.0,453.0,1.0,,6.7,,45.3,,,0.7014925373134329,,,,,,169.0,0.45743316,,0.21289932362331646,,,,,12.0,8.0,6.7611940298507465,proxy via targets; true YPRR requires PFF route data,,,,,,,,,,,,,,,,,,,,,,52,4
00-0039732,Bo Nix,DEN,340.0,229.0,2372.0,20.0,7.0,48.0,203.0,1.0,194.38,15.0,10,34.0,237.2,4.8,20.3,19.43800048828125,6.976470588235294,0.6735294117647059,0.058823529411764705,0.020588235294117647,355.0,0.5475493095290493,2.630000114440918,QB,72.7,5,1.0,72.7,5,62.7,10.0,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53,4
00-0031381,Davante Adams,NYJ,,,,,,,,,175.59999,,10,,,,,,,,,,,,,WR,81.45,8,1.0,81.45,8,72.51,8.939999999999998,8.94,,102.0,61.0,766.0,6.0,,10.2,,76.6,,,0.5980392156862745,,,,,0.33065364,398.0,0.68803334,6.524590163934426,0.47074418433901544,7.8235292,798.0,0.9598997,,,,,,,,,,,,,,,,,,,,,,,,,,,54,4
DAL,DAL DST,DAL,,,,,9.0,,,,,32.0,10,,,,,,,,,,,,,DST,72.55,7,1.0,72.55,7,60.84,11.709999999999994,8.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,,17.0,3.2,1.7,0.09329446064139942,0.02038369304556355,27.7,-0.010595585792474774,,55,4
00-0037542,J.Romo,MIN,,,,,,,,,,,4,,,,,,,,,,,,,K,70.7,5,1.0,70.7,5,58.17,12.530000000000001,8.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.0,11.0,5.0,4.0,1.0,1.0,0.9166666666666666,0.8,1.0,3.0,8.0,,,,,,,,,,,56,4
00-0032764,Derrick Henry,BAL,,,,,,,1079.0,6.0,171.0,,10,,,,107.9,,,,,,,,,RB,75.18,22,1.0,75.18,22,67.42,7.760000000000005,8.54,186.0,11.0,11.0,121.0,1.0,18.6,1.1,1.1,12.1,5.801075268817204,11.0,1.0,0.8058447108447109,0.3,0.7166678464286919,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57,4
00-0039337,Malik Nabers,NYG,,,,,,,,,164.6,,10,,,,,,,,,,,,,WR,80.52,9,1.0,80.52,9,72.51,8.009999999999991,8.01,,110.0,69.0,754.0,3.0,,11.0,,75.4,,,0.6272727272727273,,,,,0.44135627,273.0,0.8280462,3.9565217391304346,0.4939979313564506,9.227273,1015.0,0.74285716,,,,,,,,,,,,,,,,,,,,,,,,,,,58,4
BAL,BAL DST,BAL,,,,,7.0,,,,,33.0,10,,,,,,,,,,,,,DST,71.13,8,1.0,71.13,8,60.84,10.289999999999992,7.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,10.0,3.3,1.0,0.0812807881773399,0.01160092807424594,20.2,-0.0490026802852236,,59,4
00-0039064,Zay Flowers,BAL,,,,,,,,,124.5,,10,,,,,,,,,,,,,WR,80.03,10,1.0,80.03,10,72.51,7.519999999999996,7.52,,66.0,40.0,646.0,3.0,,6.6,,64.6,,,0.6060606060606061,,,,,0.32940042,238.0,0.6236192,5.95,0.4865168165168165,12.772727,843.0,0.7663108,,,,,,,,,,,,,,,,,,,,,,,,,,,60,4
00-0037248,James Cook,BUF,,,,,,,672.0,11.0,173.7,,10,,,,67.2,,,,,,,,,RB,74.03,23,1.0,74.03,23,67.42,6.609999999999999,7.27,127.0,25.0,21.0,135.0,1.0,12.7,2.5,2.1,13.5,5.291338582677166,6.428571428571429,0.84,0.6545930974844691,0.43154761904761907,0.6114720274380716,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61,4
00-0036358,CeeDee Lamb,DAL,,,,,,,,,171.0,,9,,,,,,,,,,,,,WR,79.16,11,1.0,79.16,11,72.51,6.6499999999999915,6.65,,97.0,69.0,727.0,4.0,,10.777777777777779,,80.77777777777777,,,0.711340206185567,,,,,0.30703276,318.0,0.6733716,4.608695652173913,0.47066718811425406,7.134021,692.0,1.050578,,,,,,,,,,,,,,,,,,,,,,,,,,,62,4
00-0034869,Sam Darnold,MIN,367.0,256.0,3042.0,24.0,8.0,44.0,141.0,1.0,217.78,32.0,11,33.36363636363637,276.54545454545456,4.0,12.818181818181818,19.79818170720881,8.288828337874659,0.6975476839237057,0.0653950953678474,0.021798365122615803,399.0,0.5458145332814458,1.8272727619517932,QB,69.33,6,1.0,69.33,6,62.7,6.6299999999999955,5.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63,4
00-0034837,Calvin Ridley,TEN,,,,,,,,,150.9,,11,,,,,,,,,,,,,WR,78.46,12,1.0,78.46,12,72.51,5.949999999999989,5.95,,88.0,52.0,800.0,3.0,,8.0,,72.72727272727273,,,0.5909090909090909,,,,,0.45676133,167.0,0.7045744,3.2115384615384617,0.4580148953213969,14.5,1276.0,0.62695926,,,,,,,,,,,,,,,,,,,,,,,,,,,64,4
